STATE,DISTRICT,YEAR,RAPE,CUSTODIAL RAPE,OTHER RAPE,DOWRY DEATHS,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,CRUELTY BY HUSBAND OR HIS RELATIVES,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,KIDNAPPING & ABDUCTION,ROBBERY,HURT/GREVIOUS HURT,THEFT,BURGLARY,ARSON,DACOITY,TOTAL IPC CRIMES,RISK_SCORE,RISK_LEVEL,MARKER_COLOR
Rajasthan,Jhalawar,24078,661,0,661,94,629,3256,1978,50,0,500,945,47,858,278,10760,4658,1498,467,20,42690,1037.97,HIGH,red
Rajasthan,Jhunjhunu,24078,416,0,416,170,413,2342,570,0,0,459,242,8,573,92,6135,3861,1477,289,10,46937,697.28,MEDIUM,orange
Rajasthan,Jodhpur,10015,135,0,135,75,302,1303,580,19,1,203,432,11,419,186,11653,5218,1747,201,7,33821,634.75,MEDIUM,orange
Rajasthan,Jodhpur City,12051,128,0,128,66,246,1475,238,10,0,117,319,16,314,133,3366,4662,1079,46,5,21731,479.84000000000003,MEDIUM,orange
Rajasthan,Jodhpur East,2012,20,0,20,11,13,296,16,0,0,12,27,3,15,16,417,397,50,1,0,2303,55.88000000000001,LOW,green
Rajasthan,Jodhpur Rural,14063,172,0,172,112,182,692,281,0,0,177,201,5,231,74,6650,1537,655,117,12,19459,318.51,MEDIUM,orange
Rajasthan,Jodhpur West,2012,20,0,20,5,23,5,27,0,0,15,42,3,29,23,286,646,124,12,0,2228,46.0,LOW,green
Rajasthan,Karauli,24078,403,0,403,170,600,1370,459,0,0,372,375,10,922,194,771,5426,414,233,12,43750,621.9399999999999,MEDIUM,orange
Rajasthan,Kota,10015,204,0,204,47,580,1706,843,13,0,240,1579,14,686,284,3081,5577,1779,153,7,33935,709.03,MEDIUM,orange
Rajasthan,Kota City,14063,192,0,192,51,477,2426,362,5,0,193,828,27,575,327,951,5974,932,42,9,28085,660.8,MEDIUM,orange
Rajasthan,Kota Rural,14063,234,0,234,30,236,1370,609,8,0,167,364,15,278,90,1524,1241,430,64,6,14963,336.04,MEDIUM,orange
Rajasthan,Nagaur,24078,493,0,493,164,579,2867,1376,0,0,551,453,23,760,175,2457,4694,2321,229,13,51660,856.6400000000001,HIGH,red
Rajasthan,Pali,24078,482,0,482,123,912,3612,1353,14,0,462,588,51,1040,241,531,4026,2389,234,8,59702,911.0,HIGH,red
Rajasthan,Pratapgarh,10050,399,0,399,20,322,979,314,0,0,150,133,4,343,32,2402,570,250,67,1,10372,300.87,MEDIUM,orange
Rajasthan,Rajsamand,24078,125,0,125,40,488,2010,456,11,0,208,169,10,585,134,10436,2041,1015,152,6,29413,530.2,MEDIUM,orange
Rajasthan,Sawai Madhopur,24078,245,0,245,85,561,1724,469,0,0,274,319,15,740,161,236,5178,1023,149,6,40574,587.25,MEDIUM,orange
Rajasthan,Sikar,24078,376,0,376,191,544,2353,317,0,0,547,379,17,827,99,4566,4927,2024,367,9,54004,758.5699999999999,MEDIUM,orange
Rajasthan,Sirohi,24078,233,0,233,63,401,1431,638,4,0,328,314,18,454,133,5728,1697,1221,172,15,24249,464.4,MEDIUM,orange
Rajasthan,Tonk,24078,213,0,213,49,640,2764,412,22,3,253,322,19,760,110,13277,3570,1206,134,5,42919,734.8900000000001,MEDIUM,orange
Rajasthan,Udaipur,24078,957,0,957,131,1454,3234,1529,20,0,825,989,56,1787,699,18161,7648,3278,504,24,83890,1479.8200000000002,HIGH,red
Sikkim,East,24078,77,0,77,1,33,24,75,8,0,76,64,20,41,33,373,574,503,37,1,3443,78.82,LOW,green
Sikkim,North,24078,7,0,7,0,0,1,6,0,0,14,6,2,1,1,63,53,36,4,0,422,7.03,LOW,green
Sikkim,South,24078,70,0,70,0,18,11,88,4,0,38,27,12,21,23,293,262,239,21,3,1887,48.65,LOW,green
Sikkim,West,24078,41,0,41,1,11,8,61,2,0,38,14,4,13,7,210,130,99,18,2,1248,28.259999999999998,LOW,green
Tamil Nadu,Ariyalur,10043,74,0,74,9,109,53,241,12,0,138,156,4,136,37,1544,517,192,44,4,10219,108.52999999999999,LOW,green
Tamil Nadu,Chengai,8010,97,0,97,91,95,319,329,123,0,308,386,0,114,158,3442,4301,1855,51,25,43561,392.44000000000005,MEDIUM,orange
Tamil Nadu,Chennai,24078,531,1,530,271,377,2212,849,2229,0,1365,2710,33,627,1039,11699,29379,6543,33,73,164467,2200.3100000000004,HIGH,red
Tamil Nadu,Chennai Rly.,24078,1,0,1,7,6,8,42,14,0,29,36,0,8,206,348,2265,18,0,8,6097,107.14000000000001,LOW,green
Tamil Nadu,Chennaisuburban,6027,96,0,96,66,58,157,154,194,0,232,331,1,87,190,1874,2152,903,16,7,19404,227.69,LOW,green
Tamil Nadu,Coimbatore Rural,24078,197,0,197,103,389,973,912,219,0,816,662,6,524,592,13866,10673,2861,174,104,99023,988.96,HIGH,red
Tamil Nadu,Coimbatore Urban,24078,100,0,100,42,81,570,245,117,0,261,281,1,172,347,2583,10784,1773,75,23,52542,649.36,MEDIUM,orange
Tamil Nadu,Cuddalore,24078,294,0,294,105,534,470,619,408,0,720,1368,19,630,281,10813,5424,1382,429,39,87567,716.3,MEDIUM,orange
Tamil Nadu,Dharmapuri,24078,177,0,177,66,433,466,753,66,0,665,497,51,538,226,11529,2675,1022,458,61,48360,517.14,MEDIUM,orange
Tamil Nadu,Dindigul,24078,170,0,170,44,483,764,455,99,5,721,774,1,554,299,5556,4735,1217,237,30,60083,566.82,MEDIUM,orange
Tamil Nadu,Erode,24078,171,0,171,39,366,432,635,88,0,642,319,6,507,340,15755,6742,1707,251,52,76349,710.3699999999999,MEDIUM,orange
Tamil Nadu,Kanchipuram,24078,251,0,251,90,144,181,385,171,9,690,822,0,199,174,5184,4900,1568,135,51,75996,503.27,MEDIUM,orange
Tamil Nadu,Kanyakumari,24078,110,0,110,49,302,719,239,725,0,422,750,14,313,458,7242,3624,2110,306,29,49772,516.01,MEDIUM,orange
Tamil Nadu,Karur,24078,68,0,68,25,253,209,174,52,0,282,242,3,278,192,2953,2814,532,72,20,30376,271.58000000000004,LOW,green
Tamil Nadu,Krishnagiri,18072,125,0,125,44,318,247,333,134,0,521,334,2,377,233,5892,2555,811,176,38,41287,358.78000000000003,MEDIUM,orange
Tamil Nadu,Madurai Rural,24078,244,0,244,105,446,760,752,115,0,690,890,7,570,695,11095,4285,1511,253,72,60075,660.1,MEDIUM,orange
Tamil Nadu,Madurai Urban,24078,70,0,70,78,207,587,237,392,0,347,551,1,319,407,1979,6235,1156,71,35,36716,485.46000000000004,MEDIUM,orange
Tamil Nadu,Nagapattinam,24078,137,0,137,52,297,164,608,126,0,521,636,3,354,120,9575,2873,827,337,12,47332,429.07000000000005,MEDIUM,orange
Tamil Nadu,Namakkal,24078,115,0,115,34,363,285,503,169,0,420,312,2,417,175,10465,2611,690,148,40,46314,409.77,MEDIUM,orange
Tamil Nadu,Nilgiris,24078,90,0,90,8,52,93,232,49,0,173,190,0,64,62,2561,1220,894,10,5,16825,169.73000000000002,LOW,green
Tamil Nadu,Perambalur,24078,159,0,159,32,238,213,504,85,0,292,399,10,277,119,4537,1809,562,145,12,26288,292.26,MEDIUM,orange
Tamil Nadu,Pudukottai,24078,99,0,99,42,321,370,508,37,0,402,535,10,377,166,3512,2558,802,228,12,41981,345.43,MEDIUM,orange
Tamil Nadu,Ramnathapuram,24078,118,0,118,36,304,205,385,61,0,433,662,6,384,171,5515,2320,914,284,25,37777,350.88,MEDIUM,orange
Tamil Nadu,Salem Rural,24078,402,0,402,75,917,993,1692,46,0,806,987,18,985,258,21864,2828,1043,429,64,70481,859.7700000000001,HIGH,red
Tamil Nadu,Salem Urban,24078,154,0,154,52,206,313,139,184,0,242,254,0,261,256,2967,3513,557,21,19,30591,325.98,MEDIUM,orange
Tamil Nadu,Sivagangai,24078,61,0,61,44,266,471,196,109,0,375,500,7,333,144,4049,2925,1099,194,30,33704,349.6,MEDIUM,orange
Tamil Nadu,Thanjavur,24078,101,0,101,49,441,291,931,93,0,724,993,4,537,520,9150,6953,2111,323,28,65756,699.67,MEDIUM,orange
Tamil Nadu,Theni,24078,117,0,117,54,373,534,542,164,0,364,755,7,440,246,7300,3005,1104,209,19,46741,449.71999999999997,MEDIUM,orange
Tamil Nadu,Thirunelveli Rural,24078,505,0,505,61,518,936,1222,223,0,933,2065,17,602,537,11797,5210,2190,741,20,83750,893.89,HIGH,red
Tamil Nadu,Thirunelveli Urban,24078,64,0,64,16,113,131,91,204,0,199,702,2,148,182,1176,2164,511,57,12,16548,213.0,LOW,green
Tamil Nadu,Thiruvallur,24078,159,0,159,87,192,268,511,117,0,375,469,14,226,146,7392,2302,941,133,30,41317,365.95,MEDIUM,orange
Tamil Nadu,Thiruvannamalai,24078,209,0,209,39,401,284,286,180,0,478,525,2,458,99,8613,3530,1130,294,17,50648,470.5,MEDIUM,orange
Tamil Nadu,Thiruvarur,24078,81,0,81,33,192,132,506,106,0,307,439,7,229,111,8384,2193,891,276,16,40312,331.56,MEDIUM,orange
Tamil Nadu,Thoothugudi,24078,248,0,248,34,271,586,340,953,0,828,1534,7,399,414,7145,5379,2053,354,27,60701,669.25,MEDIUM,orange
Tamil Nadu,Tiruppur,8042,39,0,39,25,167,257,164,8,0,228,178,0,225,423,2013,3086,993,28,27,24261,269.73,LOW,green
Tamil Nadu,Trichy Rly.,24078,1,0,1,1,1,4,13,7,0,11,10,2,1,39,172,744,18,0,2,2126,35.6,LOW,green
Tamil Nadu,Trichy Rural,24078,133,0,133,63,306,324,251,31,1,594,484,0,351,233,6555,2380,783,135,27,45584,367.75,MEDIUM,orange
Tamil Nadu,Trichy Urban,24078,44,0,44,41,127,331,120,730,0,228,242,5,195,175,2301,5202,805,19,13,36196,372.24,MEDIUM,orange
Tamil Nadu,Vellore,24078,274,1,273,98,480,484,461,124,0,871,598,40,609,208,14838,6821,2318,286,34,88523,788.26,MEDIUM,orange
Tamil Nadu,Villupuram,22073,613,0,613,68,822,671,1222,223,0,826,1234,27,952,251,8886,4378,1400,420,48,82961,804.3800000000001,MEDIUM,orange
Tamil Nadu,Viluppuram,2005,49,0,49,9,49,59,50,5,0,68,83,3,49,13,468,306,102,36,1,5959,54.55,LOW,green
Tamil Nadu,Virudhunagar,24078,204,0,204,30,418,662,498,851,0,580,702,1,477,330,6084,4790,1440,261,26,55606,583.38,MEDIUM,orange
Tripura,Dhalai,24078,220,0,220,26,90,382,211,1,0,282,81,3,230,88,828,316,246,66,30,4735,162.79000000000002,LOW,green
Tripura,G.R.P.,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,6,0.21,LOW,green
Tripura,Gomati,2012,26,0,26,4,14,157,34,0,0,18,8,0,16,5,321,132,28,7,2,1147,33.49,LOW,green
Tripura,Grp,4023,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,8,0,0,0,21,0.47,LOW,green
Tripura,Khowai,2012,10,0,10,3,3,36,22,0,0,12,4,0,5,1,131,33,18,7,0,423,11.25,LOW,green
Tripura,North,24078,478,0,478,28,191,1408,537,4,0,340,156,4,297,172,1702,811,423,100,49,9319,373.95000000000005,MEDIUM,orange
Tripura,Sipahijala,2012,23,0,23,3,24,155,42,1,0,12,9,0,29,10,250,84,37,17,0,987,32.1,LOW,green
Tripura,South,24078,498,0,498,84,184,1655,1030,5,0,363,212,2,282,205,2421,1108,567,134,25,13717,456.26,MEDIUM,orange
Tripura,Unakoti,2012,26,0,26,2,9,92,26,2,0,9,8,1,10,9,159,45,5,3,0,533,20.650000000000006,LOW,green
Tripura,West,24078,777,0,777,164,360,2629,870,26,0,984,203,9,574,287,3490,2083,1079,214,120,21846,733.42,MEDIUM,orange
Uttar Pradesh,Agra,24078,493,0,493,832,1936,4003,1278,955,0,1609,1816,449,2541,1220,5381,20725,3063,121,201,77987,2102.51,HIGH,red
Uttar Pradesh,Aligarh,24078,636,0,636,639,1667,2754,994,361,0,2032,2270,358,2134,1201,3756,10393,1875,393,176,53786,1516.1399999999999,HIGH,red
Uttar Pradesh,Allahabad,24078,430,0,430,725,1163,2316,665,470,0,1652,1479,433,1425,677,5073,9178,2861,189,83,57048,1280.6299999999999,HIGH,red
Uttar Pradesh,Ambedkar Nagar,24078,167,0,167,151,486,919,173,111,0,430,403,138,533,216,1911,1343,508,56,19,12268,350.04,MEDIUM,orange
Uttar Pradesh,Auraiya,24078,118,0,118,262,408,342,187,91,0,484,402,125,584,211,1526,1044,292,69,50,12106,281.75,LOW,green
Uttar Pradesh,Azamgarh,24078,185,0,185,324,576,1016,251,227,0,967,730,322,698,701,3354,2082,982,22,45,22155,523.81,MEDIUM,orange
Uttar Pradesh,Badaun,24078,310,0,310,498,705,542,495,243,0,1742,1906,462,1007,440,3487,2345,686,173,92,27746,671.19,MEDIUM,orange
Uttar Pradesh,Baghpat,24078,173,0,173,188,421,784,185,188,0,949,946,118,530,454,1111,2009,420,22,59,14906,414.03000000000003,MEDIUM,orange
Uttar Pradesh,Bahraich,24078,300,0,300,332,700,447,284,459,0,573,469,265,765,235,1965,1763,797,127,78,18885,453.36,MEDIUM,orange
Uttar Pradesh,Ballia,24078,99,0,99,216,299,339,158,155,0,436,582,228,350,149,1926,1549,773,41,34,13090,296.1,MEDIUM,orange
Uttar Pradesh,Balrampur,24078,106,0,106,87,243,182,133,101,0,228,159,90,260,45,722,562,271,27,22,5483,154.93,LOW,green
Uttar Pradesh,Banda,24078,252,0,252,282,257,391,500,107,0,606,341,204,348,150,1158,1220,669,131,17,14794,330.75,MEDIUM,orange
Uttar Pradesh,Barabanki,24078,317,0,317,346,831,1142,394,313,0,753,681,202,898,308,2993,2487,993,59,65,25212,596.4000000000001,MEDIUM,orange
Uttar Pradesh,Bareilly,24078,673,0,673,595,1458,2570,1075,667,3,2070,2267,391,1754,831,4640,7023,1662,66,191,53583,1338.48,HIGH,red
Uttar Pradesh,Basti,24078,120,0,120,185,285,357,123,316,0,373,306,159,301,156,1542,1220,467,48,18,12900,255.20999999999998,LOW,green
Uttar Pradesh,Bhim Nagar,4023,57,0,57,56,196,125,73,0,0,149,186,37,207,91,152,475,156,2,26,3651,105.6,LOW,green
Uttar Pradesh,Bijnor,24078,365,0,365,297,801,2144,442,664,0,1078,737,212,955,426,3313,2934,653,57,58,26305,728.62,MEDIUM,orange
Uttar Pradesh,Bulandshahar,24078,404,0,404,483,1049,2386,722,1021,0,1974,1707,304,1317,670,2073,4610,853,81,74,38157,1004.35,HIGH,red
Uttar Pradesh,Chandoli,24078,62,0,62,172,139,512,99,182,0,306,236,111,182,117,1297,873,366,25,10,9230,199.76999999999998,LOW,green
Uttar Pradesh,Chitrakoot Dham,24078,190,0,190,136,91,130,215,10,0,317,113,94,180,51,426,523,348,40,20,5551,159.87,LOW,green
Uttar Pradesh,Csm Nagar,6033,76,0,76,42,263,118,109,0,0,95,119,39,283,36,599,329,142,5,1,4011,110.14000000000001,LOW,green
Uttar Pradesh,Deoria,24078,95,0,95,287,323,308,118,86,0,422,416,226,373,145,1608,1190,588,59,15,14425,269.97,LOW,green
Uttar Pradesh,Etah,24078,311,0,311,553,613,907,492,170,0,1477,1978,281,928,439,3040,2997,699,120,105,28395,695.1100000000001,MEDIUM,orange
Uttar Pradesh,Etawah,24078,129,0,129,330,502,714,311,215,0,772,721,119,822,317,1493,2170,540,72,46,21910,435.08,MEDIUM,orange
Uttar Pradesh,Faizabad,24078,224,0,224,174,605,432,288,263,0,577,375,168,656,241,2211,2296,847,75,29,19063,414.38,MEDIUM,orange
Uttar Pradesh,Fatehgarh,24078,156,0,156,300,518,587,259,222,0,899,802,188,680,193,1253,1431,471,20,26,14341,395.97,MEDIUM,orange
Uttar Pradesh,Fatehpur,24078,243,0,243,408,493,537,364,146,0,990,444,330,610,250,2370,1250,568,21,74,19206,425.61999999999995,MEDIUM,orange
Uttar Pradesh,Firozabad,24078,266,0,266,536,893,1123,480,480,0,1406,1438,270,1361,724,3403,4329,755,80,140,31140,792.1199999999999,MEDIUM,orange
Uttar Pradesh,G.R.P.,24078,24,0,24,11,43,1,217,332,0,256,193,55,94,692,110,23660,20,1,169,37134,1023.9300000000001,HIGH,red
Uttar Pradesh,Gautambudh Nagar,24078,255,0,255,211,637,882,392,395,0,944,900,183,882,1068,407,18613,1294,18,99,43200,1190.66,HIGH,red
Uttar Pradesh,Ghaziabad,24078,357,1,356,479,1741,2922,534,940,0,2227,2321,428,2340,1117,731,23938,2237,54,144,71937,1988.49,HIGH,red
Uttar Pradesh,Ghazipur,24078,70,0,70,288,190,569,151,177,0,558,510,262,244,340,1695,1251,576,52,58,11865,291.53000000000003,MEDIUM,orange
Uttar Pradesh,Gonda,24078,217,0,217,371,560,134,279,384,0,540,623,291,680,267,2577,1851,959,47,97,18758,413.53,MEDIUM,orange
Uttar Pradesh,Gorakhpur,24078,379,0,379,392,1109,1535,439,359,0,1109,890,425,1272,550,3778,6641,1887,39,56,37602,934.98,HIGH,red
Uttar Pradesh,Hamirpur,24078,138,0,138,174,185,190,282,59,0,465,237,218,233,101,463,645,279,25,16,7428,195.52999999999997,LOW,green
Uttar Pradesh,Hardoi,24078,409,0,409,452,760,821,676,359,0,1151,810,358,847,259,3663,2280,596,74,39,27326,629.3100000000001,MEDIUM,orange
Uttar Pradesh,Hathras,24078,244,0,244,267,502,1257,496,195,0,759,813,158,713,585,1764,2501,641,27,208,20342,529.6800000000001,MEDIUM,orange
Uttar Pradesh,J.P.Nagar,24078,290,0,290,165,397,762,297,390,0,811,531,137,469,334,877,1718,477,19,68,15665,403.12,MEDIUM,orange
Uttar Pradesh,Jalaun,24078,82,0,82,364,285,419,326,204,0,672,364,144,427,173,101,1256,383,45,34,13960,289.88000000000005,MEDIUM,orange
Uttar Pradesh,Jaunpur,24078,175,0,175,459,505,866,263,269,0,557,695,328,582,370,3581,1833,737,53,38,20959,469.0,MEDIUM,orange
Uttar Pradesh,Jhansi,24078,141,0,141,286,337,377,328,496,0,675,341,262,454,245,987,2358,677,43,15,16686,371.05000000000007,MEDIUM,orange
Uttar Pradesh,Kannauj,24078,92,0,92,256,464,822,310,106,0,625,517,174,558,144,301,982,331,48,29,14010,323.87,MEDIUM,orange
Uttar Pradesh,Kanpur Dehat,18045,133,0,133,289,380,716,352,242,0,447,350,150,475,157,2238,1133,313,50,56,14024,330.18999999999994,MEDIUM,orange
Uttar Pradesh,Kanpur Nagar,24078,492,0,492,756,2142,4341,1083,2090,0,1961,1490,440,2636,1199,5567,13894,2849,99,197,74203,1898.0200000000002,HIGH,red
Uttar Pradesh,Kanshiram Nagar,10050,84,0,84,133,197,132,145,10,0,239,241,59,255,44,469,460,117,39,4,4803,136.5,LOW,green
Uttar Pradesh,Kaushambi,24078,226,0,226,258,297,610,343,95,0,670,297,170,383,218,1388,949,682,48,23,13178,329.53000000000003,MEDIUM,orange
Uttar Pradesh,Khiri,24078,516,0,516,658,989,884,681,558,0,1255,1218,394,1102,363,4333,3477,793,73,48,30858,808.21,MEDIUM,orange
Uttar Pradesh,Kushi Nagar,24078,125,1,124,251,343,251,170,326,0,459,308,255,411,87,2063,1071,407,76,13,14267,273.31,LOW,green
Uttar Pradesh,Lalitpur,24078,122,0,122,101,112,237,217,203,0,229,97,130,141,57,534,564,247,25,19,6737,150.36,LOW,green
Uttar Pradesh,Lucknow,24078,689,0,689,584,2578,5598,1402,1828,0,1828,1576,423,2914,1532,793,28816,6663,67,186,118377,2748.51,HIGH,red
Uttar Pradesh,Maharajganj,24078,193,0,193,155,326,282,159,228,0,348,157,166,352,108,938,567,338,27,19,10073,222.32,LOW,green
Uttar Pradesh,Mahoba,24078,106,0,106,146,170,152,264,80,0,387,184,123,210,123,337,598,363,41,20,6718,169.93,LOW,green
Uttar Pradesh,Mainpuri,24078,157,0,157,430,609,466,322,76,0,1229,1263,237,845,531,2380,2414,604,72,176,22040,520.1700000000001,MEDIUM,orange
Uttar Pradesh,Mathura,24078,313,0,313,319,690,1842,609,436,0,1186,1431,213,905,656,1785,6567,903,99,87,40188,861.61,HIGH,red
Uttar Pradesh,Mau,24078,132,0,132,131,400,535,265,332,0,407,593,167,451,250,1437,1378,718,69,16,12588,319.53,MEDIUM,orange
Uttar Pradesh,Meerut,24078,542,0,542,399,1516,3746,831,1191,0,2398,2351,251,2082,1799,689,15742,2255,39,151,62010,1766.9,HIGH,red
Uttar Pradesh,Mirzapur,24078,110,0,110,258,94,737,125,87,0,453,260,152,144,144,1401,1208,474,7,40,11503,260.25,LOW,green
Uttar Pradesh,Moradabad,24078,635,0,635,395,1345,2558,846,1014,0,1818,1566,358,1586,870,1086,7696,1474,40,143,44213,1227.4099999999999,HIGH,red
Uttar Pradesh,Muzaffarnagar,24078,450,0,450,342,1245,2546,520,804,0,2483,2122,341,1766,1114,261,6645,1147,29,146,43541,1160.21,HIGH,red
Uttar Pradesh,Panchshil Nagar,4023,33,0,33,32,129,128,47,0,0,117,140,24,165,93,57,719,91,3,5,3824,90.56,LOW,green
Uttar Pradesh,Pilibhit,24078,308,0,308,321,553,1365,413,392,0,691,709,141,678,220,75,1450,371,7,69,22580,479.4699999999999,MEDIUM,orange
Uttar Pradesh,Prabuddh Nagar,4023,18,0,18,22,114,138,27,0,0,112,123,24,130,96,13,376,46,3,3,2554,66.51,LOW,green
Uttar Pradesh,Pratapgarh,24078,262,0,262,334,640,942,344,98,0,673,824,241,723,282,3558,1962,1007,142,36,22289,519.8199999999999,MEDIUM,orange
Uttar Pradesh,Raibareilly,24078,393,0,393,287,571,1233,543,352,0,714,631,256,640,219,3099,2327,806,40,36,22326,569.4999999999999,MEDIUM,orange
Uttar Pradesh,Ramabai Nagar,6033,51,0,51,79,237,230,105,0,0,124,74,44,256,35,741,309,60,16,9,5680,112.69,LOW,green
Uttar Pradesh,Rampur,24078,376,0,376,205,698,539,383,80,0,832,920,199,831,519,355,3359,742,43,95,22119,540.08,MEDIUM,orange
Uttar Pradesh,Saharanpur,24078,211,0,211,268,515,1830,327,583,0,947,1129,288,670,421,385,4646,712,8,34,31782,667.71,MEDIUM,orange
Uttar Pradesh,Sant Kabirnagar,24078,116,0,116,87,294,205,93,151,0,208,183,81,310,115,1333,610,268,25,5,7524,174.19,LOW,green
Uttar Pradesh,Shahjahanpur,24078,465,0,465,569,896,438,603,277,0,1563,1611,350,1170,440,2381,2763,705,116,87,28037,716.6700000000001,MEDIUM,orange
Uttar Pradesh,Shrawasti,24078,111,0,111,108,211,104,175,77,0,228,159,102,238,78,1145,587,307,16,30,5716,156.8,LOW,green
Uttar Pradesh,Sidharthnagar,24078,103,0,103,149,323,301,198,175,0,196,113,125,333,87,761,892,471,10,26,8601,205.04000000000002,LOW,green
Uttar Pradesh,Sitapur,24078,682,0,682,777,1277,1200,871,271,0,1445,1624,457,1510,600,3155,5218,1356,222,42,37798,1042.24,HIGH,red
Uttar Pradesh,Sonbhadra,24078,165,0,165,149,161,190,180,185,0,343,194,211,200,81,1073,846,380,41,16,8532,201.27,LOW,green
Uttar Pradesh,St.Ravidasnagar,24078,22,0,22,112,69,221,49,58,0,197,217,89,94,103,807,718,335,14,21,5372,123.37,LOW,green
Uttar Pradesh,Sultanpur,24078,265,0,265,237,480,767,306,256,0,711,985,280,556,344,3071,2603,1080,98,31,20791,508.1600000000001,MEDIUM,orange
Uttar Pradesh,Unnao,24078,450,0,450,512,857,1061,669,365,0,1079,866,343,959,365,2672,2243,692,49,49,24792,669.4199999999998,MEDIUM,orange
Uttar Pradesh,Varanasi,24078,172,0,172,360,496,1408,174,703,0,751,740,236,668,478,2552,7363,1412,55,27,34230,754.8599999999999,MEDIUM,orange
Uttarakhand,Almora,24078,49,0,49,70,38,83,57,20,0,146,87,19,39,99,351,425,216,31,14,2784,77.17000000000002,LOW,green
Uttarakhand,Bageshwar,24078,46,0,46,35,18,31,31,10,0,75,24,4,26,40,89,124,64,9,0,1052,35.82000000000001,LOW,green
Uttarakhand,Chamoli,24078,44,0,44,27,30,27,66,14,0,81,62,12,46,21,189,204,260,19,2,2011,50.010000000000005,LOW,green
Uttarakhand,Champawat,24078,22,0,22,13,24,27,39,3,0,53,36,12,30,24,189,148,73,7,6,1203,29.86,LOW,green
Uttarakhand,Dehradun,24078,284,0,284,101,555,1224,259,631,0,424,508,99,641,361,2325,5234,1519,50,52,24859,621.19,MEDIUM,orange
Uttarakhand,Haridwar,24078,343,0,343,159,598,1251,365,605,0,789,722,99,823,645,4355,5810,950,74,109,26741,722.8499999999999,MEDIUM,orange
Uttarakhand,Nainital,24078,109,0,109,123,251,257,121,100,1,326,281,72,270,187,672,1984,539,5,44,10211,243.75999999999996,LOW,green
Uttarakhand,Pauri Garhwal,24078,55,0,55,65,95,126,64,22,0,161,95,22,102,82,617,605,406,31,15,3913,106.5,LOW,green
Uttarakhand,Pithoragarh,24078,59,0,59,41,23,78,78,10,0,74,51,34,33,53,227,252,221,29,6,2799,60.14,LOW,green
Uttarakhand,Rudra Prayag,24078,26,0,26,49,28,33,45,14,0,60,31,10,30,30,118,126,154,14,3,1306,37.800000000000004,LOW,green
Uttarakhand,Tehri Garhwal,24078,44,0,44,39,61,77,43,10,0,85,97,14,61,35,189,309,190,14,1,2581,61.85,LOW,green
Uttarakhand,Udhamsingh Nagar,24078,235,0,235,174,559,853,319,60,0,626,592,105,689,393,1234,4558,823,7,105,21638,534.8199999999999,MEDIUM,orange
Uttarakhand,Uttarkashi,24078,62,0,62,10,54,75,58,20,0,48,41,12,62,20,55,256,163,24,0,2106,53.660000000000004,LOW,green
West Bengal,24 Parganas North,24078,1883,0,1883,683,2390,17446,1919,47,8,2329,1262,1004,3311,739,1879,21986,387,140,248,122795,3511.0999999999995,HIGH,red
West Bengal,24 Parganas South,24078,2221,0,2221,642,2120,18672,1438,19,3,2114,201,536,2209,392,1864,18426,556,129,194,120912,3367.9900000000007,HIGH,red
West Bengal,Asansol,24078,179,0,179,112,189,2563,206,15,0,395,94,100,282,173,843,3153,98,23,46,19677,471.12,MEDIUM,orange
West Bengal,Bankura,24078,469,0,469,262,322,1858,584,9,0,665,353,95,351,285,2199,2822,118,108,140,19848,563.51,MEDIUM,orange
West Bengal,Bdn Cp,2012,13,0,13,9,0,320,58,8,0,15,35,4,53,17,0,847,10,0,3,3446,71.77000000000001,LOW,green
West Bengal,Birbhum,24078,620,0,620,176,422,2629,626,2,0,908,471,316,532,309,2768,3675,173,181,82,26222,735.97,MEDIUM,orange
West Bengal,Bkp Cp,2012,36,0,36,20,201,989,88,2,0,89,49,18,214,48,143,1357,9,0,16,6608,187.50000000000003,LOW,green
West Bengal,Burdwan,24078,796,0,796,370,551,5160,924,14,1,1290,397,377,864,407,1709,6629,247,128,142,52305,1174.9900000000002,HIGH,red
West Bengal,Coochbehar,24078,1217,0,1217,139,1036,3925,1005,12,0,485,577,115,1130,90,1268,2288,118,81,42,26418,965.0400000000001,HIGH,red
West Bengal,Dakshin Dinajpur,24078,473,0,473,138,600,2149,733,13,0,369,764,156,710,73,1526,1539,63,54,16,17468,556.77,MEDIUM,orange
West Bengal,Darjeeling,24078,400,0,400,33,462,1346,486,27,1,583,35,211,491,149,5390,5760,100,70,60,24495,625.5999999999999,MEDIUM,orange
West Bengal,Hooghly,24078,574,0,574,188,715,7040,457,10,0,1115,438,349,793,356,2375,7468,335,273,131,47090,1279.71,HIGH,red
West Bengal,Howrah,24078,419,0,419,226,775,5265,695,61,0,666,144,171,913,256,1898,6202,259,52,144,44803,1024.38,HIGH,red
